time,driver,drivernumber,laptime,lapnumber,stint,pitouttime,pitintime,sector1time,sector2time,sector3time,sector1sessiontime,sector2sessiontime,sector3sessiontime,speedi1,speedi2,speedfl,speedst,ispersonalbest,compound,tyrelife,freshtyre,team,lapstarttime,lapstartdate,trackstatus,position,deleted,deletedreason,fastf1generated,isaccurate,lapstartdate_dt,time_s,time_td,laptime_s,laptime_td,pitouttime_s,pitouttime_td,pitintime_s,pitintime_td,sector1time_s,sector1time_td,sector2time_s,sector2time_td,sector3time_s,sector3time_td,sector1sessiontime_s,sector1sessiontime_td,sector2sessiontime_s,sector2sessiontime_td,sector3sessiontime_s,sector3sessiontime_td,lapstarttime_s,lapstarttime_td,pit_in_td,pit_out_td,pit_duration_s,grand_prix
0 days 00:56:45.025000,HAM,44,0 days 00:01:51.818000,9.0,3.0,nan,0 days 00:56:43.239000,0 days 00:00:34.866000,0 days 00:00:49.637000,0 days 00:00:27.315000,0 days 00:55:28.073000,0 days 00:56:17.710000,0 days 00:56:45.025000,171.0,246.0,,278.0,False,SOFT,3.0,True,Mercedes,0 days 00:54:53.207000,2023-03-04 15:39:54.204,1,,False,nan,False,False,2023-03-04 15:39:54.204,3405.025,0 days 00:56:45.025000,111.818,0 days 00:01:51.818000,,,3403.239,0 days 00:56:43.239000,34.866,0 days 00:00:34.866000,49.637,0 days 00:00:49.637000,27.315,0 days 00:00:27.315000,3328.073,0 days 00:55:28.073000,3377.71,0 days 00:56:17.710000,3405.025,0 days 00:56:45.025000,3293.207,0 days 00:54:53.207000,0 days 00:56:43.239000,,,Bahrain GP 2023
0 days 01:02:30.280000,HAM,44,nan,10.0,4.0,0 days 01:00:33.579000,nan,nan,0 days 00:00:51.295000,0 days 00:00:30.536000,nan,0 days 01:01:59.749000,0 days 01:02:30.467000,181.0,187.0,290.0,163.0,False,SOFT,1.0,True,Mercedes,0 days 00:56:45.025000,2023-03-04 15:41:46.022,1,,False,nan,False,False,2023-03-04 15:41:46.022,3750.28,0 days 01:02:30.280000,,,3633.579,0 days 01:00:33.579000,,,,,51.295,0 days 00:00:51.295000,30.536,0 days 00:00:30.536000,,,3719.749,0 days 01:01:59.749000,3750.467,0 days 01:02:30.467000,3405.025,0 days 00:56:45.025000,,0 days 01:00:33.579000,,Bahrain GP 2023
0 days 01:04:00.793000,HAM,44,0 days 00:01:30.513000,11.0,4.0,nan,nan,0 days 00:00:28.844000,0 days 00:00:39.045000,0 days 00:00:22.624000,0 days 01:02:59.124000,0 days 01:03:38.169000,0 days 01:04:00.793000,242.0,270.0,289.0,322.0,True,SOFT,2.0,True,Mercedes,0 days 01:02:30.280000,2023-03-04 15:47:31.277,1,,False,nan,False,True,2023-03-04 15:47:31.277,3840.793,0 days 01:04:00.793000,90.513,0 days 00:01:30.513000,,,,,28.844,0 days 00:00:28.844000,39.045,0 days 00:00:39.045000,22.624,0 days 00:00:22.624000,3779.124,0 days 01:02:59.124000,3818.169,0 days 01:03:38.169000,3840.793,0 days 01:04:00.793000,3750.28,0 days 01:02:30.280000,,,,Bahrain GP 2023
0 days 01:05:53.455000,HAM,44,0 days 00:01:52.662000,12.0,4.0,nan,0 days 01:05:51.667000,0 days 00:00:35.945000,0 days 00:00:48.970000,0 days 00:00:27.747000,0 days 01:04:36.738000,0 days 01:05:25.708000,0 days 01:05:53.455000,176.0,199.0,,272.0,False,SOFT,3.0,True,Mercedes,0 days 01:04:00.793000,2023-03-04 15:49:01.790,1,,False,nan,False,False,2023-03-04 15:49:01.790,3953.455,0 days 01:05:53.455000,112.662,0 days 00:01:52.662000,,,3951.667,0 days 01:05:51.667000,35.945,0 days 00:00:35.945000,48.97,0 days 00:00:48.970000,27.747,0 days 00:00:27.747000,3876.738,0 days 01:04:36.738000,3925.708,0 days 01:05:25.708000,3953.455,0 days 01:05:53.455000,3840.793,0 days 01:04:00.793000,0 days 01:05:51.667000,,,Bahrain GP 2023
0 days 01:18:54.186000,HAM,44,nan,13.0,5.0,0 days 01:16:58.655000,nan,nan,0 days 00:00:51.231000,0 days 00:00:28.439000,nan,0 days 01:18:25.747000,0 days 01:18:54.246000,197.0,162.0,288.0,156.0,False,SOFT,1.0,True,Mercedes,0 days 01:05:53.455000,2023-03-04 15:50:54.452,1,,False,nan,False,False,2023-03-04 15:50:54.452,4734.186,0 days 01:18:54.186000,,,4618.655,0 days 01:16:58.655000,,,,,51.231,0 days 00:00:51.231000,28.439,0 days 00:00:28.439000,,,4705.747,0 days 01:18:25.747000,4734.246,0 days 01:18:54.246000,3953.455,0 days 01:05:53.455000,,0 days 01:16:58.655000,,Bahrain GP 2023
0 days 01:20:24.570000,HAM,44,0 days 00:01:30.384000,14.0,5.0,nan,nan,0 days 00:00:28.939000,0 days 00:00:38.829000,0 days 00:00:22.616000,0 days 01:19:23.125000,0 days 01:20:01.954000,0 days 01:20:24.570000,242.0,271.0,288.0,319.0,True,SOFT,2.0,True,Mercedes,0 days 01:18:54.186000,2023-03-04 16:03:55.183,1,,False,nan,False,True,2023-03-04 16:03:55.183,4824.57,0 days 01:20:24.570000,90.384,0 days 00:01:30.384000,,,,,28.939,0 days 00:00:28.939000,38.829,0 days 00:00:38.829000,22.616,0 days 00:00:22.616000,4763.125,0 days 01:19:23.125000,4801.954,0 days 01:20:01.954000,4824.57,0 days 01:20:24.570000,4734.186,0 days 01:18:54.186000,,,,Bahrain GP 2023
0 days 01:22:20.434000,HAM,44,0 days 00:01:55.864000,15.0,5.0,nan,0 days 01:22:18.633000,0 days 00:00:36.389000,0 days 00:00:49.496000,0 days 00:00:29.979000,0 days 01:21:00.959000,0 days 01:21:50.455000,0 days 01:22:20.434000,156.0,194.0,,220.0,False,SOFT,3.0,True,Mercedes,0 days 01:20:24.570000,2023-03-04 16:05:25.567,1,,False,nan,False,False,2023-03-04 16:05:25.567,4940.434,0 days 01:22:20.434000,115.864,0 days 00:01:55.864000,,,4938.633,0 days 01:22:18.633000,36.389,0 days 00:00:36.389000,49.496,0 days 00:00:49.496000,29.979,0 days 00:00:29.979000,4860.959,0 days 01:21:00.959000,4910.455,0 days 01:21:50.455000,4940.434,0 days 01:22:20.434000,4824.57,0 days 01:20:24.570000,0 days 01:22:18.633000,,,Bahrain GP 2023
0 days 00:29:17.035000,STR,18,nan,1.0,1.0,0 days 00:27:14.693000,nan,nan,0 days 00:00:46.213000,0 days 00:00:41.715000,nan,0 days 00:28:35.348000,0 days 00:29:17.035000,210.0,212.0,285.0,166.0,False,SOFT,1.0,True,Aston Martin,0 days 00:27:14.693000,2023-03-04 15:12:15.690,1,,False,nan,False,False,2023-03-04 15:12:15.690,1757.035,0 days 00:29:17.035000,,,1634.693,0 days 00:27:14.693000,,,,,46.213,0 days 00:00:46.213000,41.715,0 days 00:00:41.715000,,,1715.348,0 days 00:28:35.348000,1757.035,0 days 00:29:17.035000,1634.693,0 days 00:27:14.693000,,0 days 00:27:14.693000,,Bahrain GP 2023
0 days 00:30:48.652000,STR,18,0 days 00:01:31.617000,2.0,1.0,nan,nan,0 days 00:00:29.266000,0 days 00:00:39.428000,0 days 00:00:22.923000,0 days 00:29:46.301000,0 days 00:30:25.729000,0 days 00:30:48.652000,241.0,268.0,287.0,317.0,False,SOFT,2.0,True,Aston Martin,0 days 00:29:17.035000,2023-03-04 15:14:18.032,1,,True,TRACK LIMITS AT TURN 13 LAP 3,False,True,2023-03-04 15:14:18.032,1848.652,0 days 00:30:48.652000,91.617,0 days 00:01:31.617000,,,,,29.266,0 days 00:00:29.266000,39.428,0 days 00:00:39.428000,22.923000000000002,0 days 00:00:22.923000,1786.301,0 days 00:29:46.301000,1825.729,0 days 00:30:25.729000,1848.652,0 days 00:30:48.652000,1757.035,0 days 00:29:17.035000,,,,Bahrain GP 2023
0 days 00:32:49.384000,STR,18,0 days 00:02:00.732000,3.0,1.0,nan,0 days 00:32:47.593000,0 days 00:00:38.455000,0 days 00:00:49.811000,0 days 00:00:32.466000,0 days 00:31:27.107000,0 days 00:32:16.918000,0 days 00:32:49.384000,173.0,186.0,,145.0,False,SOFT,3.0,True,Aston Martin,0 days 00:30:48.652000,2023-03-04 15:15:49.649,1,,False,nan,False,False,2023-03-04 15:15:49.649,1969.384,0 days 00:32:49.384000,120.732,0 days 00:02:00.732000,,,1967.593,0 days 00:32:47.593000,38.455,0 days 00:00:38.455000,49.811,0 days 00:00:49.811000,32.466,0 days 00:00:32.466000,1887.107,0 days 00:31:27.107000,1936.918,0 days 00:32:16.918000,1969.384,0 days 00:32:49.384000,1848.652,0 days 00:30:48.652000,0 days 00:32:47.593000,,,Bahrain GP 2023
0 days 00:38:42.136000,STR,18,nan,4.0,2.0,0 days 00:36:50.230000,nan,nan,0 days 00:00:46.258000,0 days 00:00:31.543000,nan,0 days 00:38:10.619000,0 days 00:38:42.290000,176.0,233.0,286.0,181.0,False,SOFT,1.0,True,Aston Martin,0 days 00:32:49.384000,2023-03-04 15:17:50.381,1,,False,nan,False,False,2023-03-04 15:17:50.381,2322.136,0 days 00:38:42.136000,,,2210.23,0 days 00:36:50.230000,,,,,46.258,0 days 00:00:46.258000,31.543,0 days 00:00:31.543000,,,2290.619,0 days 00:38:10.619000,2322.29,0 days 00:38:42.290000,1969.384,0 days 00:32:49.384000,,0 days 00:36:50.230000,,Bahrain GP 2023
0 days 00:40:13.320000,STR,18,0 days 00:01:31.184000,5.0,2.0,nan,nan,0 days 00:00:28.966000,0 days 00:00:39.390000,0 days 00:00:22.828000,0 days 00:39:11.102000,0 days 00:39:50.492000,0 days 00:40:13.320000,242.0,268.0,287.0,318.0,True,SOFT,2.0,True,Aston Martin,0 days 00:38:42.136000,2023-03-04 15:23:43.133,1,,False,nan,False,True,2023-03-04 15:23:43.133,2413.32,0 days 00:40:13.320000,91.184,0 days 00:01:31.184000,,,,,28.966,0 days 00:00:28.966000,39.39,0 days 00:00:39.390000,22.828,0 days 00:00:22.828000,2351.102,0 days 00:39:11.102000,2390.492,0 days 00:39:50.492000,2413.32,0 days 00:40:13.320000,2322.136,0 days 00:38:42.136000,,,,Bahrain GP 2023
0 days 00:42:15.157000,STR,18,0 days 00:02:01.837000,6.0,2.0,nan,0 days 00:42:13.349000,0 days 00:00:42.752000,0 days 00:00:47.304000,0 days 00:00:31.781000,0 days 00:40:56.072000,0 days 00:41:43.376000,0 days 00:42:15.157000,181.0,187.0,,201.0,False,SOFT,3.0,True,Aston Martin,0 days 00:40:13.320000,2023-03-04 15:25:14.317,1,,False,nan,False,False,2023-03-04 15:25:14.317,2535.157,0 days 00:42:15.157000,121.837,0 days 00:02:01.837000,,,2533.349,0 days 00:42:13.349000,42.752,0 days 00:00:42.752000,47.304,0 days 00:00:47.304000,31.781,0 days 00:00:31.781000,2456.072,0 days 00:40:56.072000,2503.376,0 days 00:41:43.376000,2535.157,0 days 00:42:15.157000,2413.32,0 days 00:40:13.320000,0 days 00:42:13.349000,,,Bahrain GP 2023
0 days 00:52:30.232000,STR,18,nan,7.0,3.0,0 days 00:50:37.840000,nan,nan,0 days 00:00:47.438000,0 days 00:00:29.300000,nan,0 days 00:52:00.932000,0 days 00:52:30.244000,160.0,206.0,285.0,137.0,False,SOFT,4.0,False,Aston Martin,0 days 00:42:15.157000,2023-03-04 15:27:16.154,1,,False,nan,False,False,2023-03-04 15:27:16.154,3150.232,0 days 00:52:30.232000,,,3037.84,0 days 00:50:37.840000,,,,,47.438,0 days 00:00:47.438000,29.3,0 days 00:00:29.300000,,,3120.932,0 days 00:52:00.932000,3150.244,0 days 00:52:30.244000,2535.157,0 days 00:42:15.157000,,0 days 00:50:37.840000,,Bahrain GP 2023
0 days 00:54:02.537000,STR,18,0 days 00:01:32.305000,8.0,3.0,nan,nan,0 days 00:00:29.581000,0 days 00:00:39.779000,0 days 00:00:22.945000,0 days 00:52:59.813000,0 days 00:53:39.592000,0 days 00:54:02.537000,241.0,267.0,285.0,316.0,True,SOFT,5.0,False,Aston Martin,0 days 00:52:30.232000,2023-03-04 15:37:31.229,1,,False,nan,False,True,2023-03-04 15:37:31.229,3242.537,0 days 00:54:02.537000,92.305,0 days 00:01:32.305000,,,,,29.581,0 days 00:00:29.581000,39.779,0 days 00:00:39.779000,22.945,0 days 00:00:22.945000,3179.813,0 days 00:52:59.813000,3219.592,0 days 00:53:39.592000,3242.537,0 days 00:54:02.537000,3150.232,0 days 00:52:30.232000,,,,Bahrain GP 2023
0 days 00:55:52.939000,STR,18,0 days 00:01:50.402000,9.0,3.0,nan,0 days 00:55:51.162000,0 days 00:00:31.847000,0 days 00:00:45.969000,0 days 00:00:32.586000,0 days 00:54:34.384000,0 days 00:55:20.353000,0 days 00:55:52.939000,190.0,205.0,,295.0,False,SOFT,6.0,False,Aston Martin,0 days 00:54:02.537000,2023-03-04 15:39:03.534,1,,False,nan,False,False,2023-03-04 15:39:03.534,3352.939,0 days 00:55:52.939000,110.402,0 days 00:01:50.402000,,,3351.162,0 days 00:55:51.162000,31.847,0 days 00:00:31.847000,45.969,0 days 00:00:45.969000,32.586,0 days 00:00:32.586000,3274.384,0 days 00:54:34.384000,3320.353,0 days 00:55:20.353000,3352.939,0 days 00:55:52.939000,3242.537,0 days 00:54:02.537000,0 days 00:55:51.162000,,,Bahrain GP 2023
0 days 01:02:36.767000,STR,18,nan,10.0,4.0,0 days 01:00:39.704000,nan,nan,0 days 00:00:52.146000,0 days 00:00:33.576000,nan,0 days 01:02:03.233000,0 days 01:02:36.936000,192.0,183.0,286.0,205.0,False,SOFT,1.0,True,Aston Martin,0 days 00:55:52.939000,2023-03-04 15:40:53.936,1,,False,nan,False,False,2023-03-04 15:40:53.936,3756.767,0 days 01:02:36.767000,,,3639.704,0 days 01:00:39.704000,,,,,52.146,0 days 00:00:52.146000,33.576,0 days 00:00:33.576000,,,3723.233,0 days 01:02:03.233000,3756.936,0 days 01:02:36.936000,3352.939,0 days 00:55:52.939000,,0 days 01:00:39.704000,,Bahrain GP 2023
0 days 01:04:07.894000,STR,18,0 days 00:01:31.127000,11.0,4.0,nan,nan,0 days 00:00:29.038000,0 days 00:00:39.302000,0 days 00:00:22.787000,0 days 01:03:05.805000,0 days 01:03:45.107000,0 days 01:04:07.894000,242.0,267.0,280.0,320.0,True,SOFT,2.0,True,Aston Martin,0 days 01:02:36.767000,2023-03-04 15:47:37.764,1,,False,nan,False,True,2023-03-04 15:47:37.764,3847.894,0 days 01:04:07.894000,91.127,0 days 00:01:31.127000,,,,,29.038,0 days 00:00:29.038000,39.302,0 days 00:00:39.302000,22.787,0 days 00:00:22.787000,3785.805,0 days 01:03:05.805000,3825.107,0 days 01:03:45.107000,3847.894,0 days 01:04:07.894000,3756.767,0 days 01:02:36.767000,,,,Bahrain GP 2023
0 days 01:06:05.443000,STR,18,0 days 00:01:57.549000,12.0,4.0,nan,0 days 01:06:03.635000,0 days 00:00:34.494000,0 days 00:00:50.137000,0 days 00:00:32.918000,0 days 01:04:42.388000,0 days 01:05:32.525000,0 days 01:06:05.443000,185.0,169.0,,254.0,False,SOFT,3.0,True,Aston Martin,0 days 01:04:07.894000,2023-03-04 15:49:08.891,1,,False,nan,False,False,2023-03-04 15:49:08.891,3965.443,0 days 01:06:05.443000,117.549,0 days 00:01:57.549000,,,3963.635,0 days 01:06:03.635000,34.494,0 days 00:00:34.494000,50.137,0 days 00:00:50.137000,32.918,0 days 00:00:32.918000,3882.388,0 days 01:04:42.388000,3932.525,0 days 01:05:32.525000,3965.443,0 days 01:06:05.443000,3847.894,0 days 01:04:07.894000,0 days 01:06:03.635000,,,Bahrain GP 2023
0 days 01:14:47.609000,STR,18,nan,13.0,5.0,0 days 01:12:46.315000,nan,nan,0 days 00:00:52.025000,0 days 00:00:32.108000,nan,0 days 01:14:15.501000,0 days 01:14:47.782000,206.0,159.0,285.0,160.0,False,SOFT,4.0,False,Aston Martin,0 days 01:06:05.443000,2023-03-04 15:51:06.440,1,,False,nan,False,False,2023-03-04 15:51:06.440,4487.609,0 days 01:14:47.609000,,,4366.315,0 days 01:12:46.315000,,,,,52.025,0 days 00:00:52.025000,32.108,0 days 00:00:32.108000,,,4455.501,0 days 01:14:15.501000,4487.782,0 days 01:14:47.782000,3965.443,0 days 01:06:05.443000,,0 days 01:12:46.315000,,Bahrain GP 2023
0 days 01:16:19.535000,STR,18,0 days 00:01:31.926000,14.0,5.0,nan,nan,0 days 00:00:29.329000,0 days 00:00:39.681000,0 days 00:00:22.916000,0 days 01:15:16.938000,0 days 01:15:56.619000,0 days 01:16:19.535000,240.0,267.0,283.0,318.0,True,SOFT,5.0,False,Aston Martin,0 days 01:14:47.609000,2023-03-04 15:59:48.606,1,,False,nan,False,True,2023-03-04 15:59:48.606,4579.535,0 days 01:16:19.535000,91.926,0 days 00:01:31.926000,,,,,29.329,0 days 00:00:29.329000,39.681,0 days 00:00:39.681000,22.916,0 days 00:00:22.916000,4516.938,0 days 01:15:16.938000,4556.619,0 days 01:15:56.619000,4579.535,0 days 01:16:19.535000,4487.609,0 days 01:14:47.609000,,,,Bahrain GP 2023
0 days 01:18:10.724000,STR,18,0 days 00:01:51.189000,15.0,5.0,nan,0 days 01:18:08.935000,0 days 00:00:32.773000,0 days 00:00:46.940000,0 days 00:00:31.476000,0 days 01:16:52.308000,0 days 01:17:39.248000,0 days 01:18:10.724000,181.0,169.0,,254.0,False,SOFT,6.0,False,Aston Martin,0 days 01:16:19.535000,2023-03-04 16:01:20.532,1,,False,nan,False,False,2023-03-04 16:01:20.532,4690.724,0 days 01:18:10.724000,111.189,0 days 00:01:51.189000,,,4688.935,0 days 01:18:08.935000,32.773,0 days 00:00:32.773000,46.94,0 days 00:00:46.940000,31.476,0 days 00:00:31.476000,4612.308,0 days 01:16:52.308000,4659.248,0 days 01:17:39.248000,4690.724,0 days 01:18:10.724000,4579.535,0 days 01:16:19.535000,0 days 01:18:08.935000,,,Bahrain GP 2023
0 days 01:21:47.608000,STR,18,nan,16.0,6.0,0 days 01:19:53.964000,nan,nan,0 days 00:00:54.242000,0 days 00:00:27.255000,nan,0 days 01:21:20.353000,0 days 01:21:47.759000,158.0,209.0,285.0,182.0,False,SOFT,1.0,True,Aston Martin,0 days 01:18:10.724000,2023-03-04 16:03:11.721,1,,False,nan,False,False,2023-03-04 16:03:11.721,4907.608,0 days 01:21:47.608000,,,4793.964,0 days 01:19:53.964000,,,,,54.242,0 days 00:00:54.242000,27.255,0 days 00:00:27.255000,,,4880.353,0 days 01:21:20.353000,4907.759,0 days 01:21:47.759000,4690.724,0 days 01:18:10.724000,,0 days 01:19:53.964000,,Bahrain GP 2023
0 days 01:23:18.444000,STR,18,0 days 00:01:30.836000,17.0,6.0,nan,nan,0 days 00:00:29.033000,0 days 00:00:39.070000,0 days 00:00:22.733000,0 days 01:22:16.641000,0 days 01:22:55.711000,0 days 01:23:18.444000,243.0,266.0,285.0,317.0,True,SOFT,2.0,True,Aston Martin,0 days 01:21:47.608000,2023-03-04 16:06:48.605,1,,False,nan,False,True,2023-03-04 16:06:48.605,4998.444,0 days 01:23:18.444000,90.836,0 days 00:01:30.836000,,,,,29.033,0 days 00:00:29.033000,39.07,0 days 00:00:39.070000,22.733,0 days 00:00:22.733000,4936.641,0 days 01:22:16.641000,4975.711,0 days 01:22:55.711000,4998.444,0 days 01:23:18.444000,4907.608,0 days 01:21:47.608000,,,,Bahrain GP 2023
0 days 01:25:21.599000,STR,18,nan,18.0,6.0,nan,0 days 01:25:21.599000,0 days 00:00:35.586000,0 days 00:00:55.846000,nan,0 days 01:23:54.038000,0 days 01:24:49.912000,nan,177.0,137.0,,255.0,False,SOFT,3.0,True,Aston Martin,0 days 01:23:18.444000,2023-03-04 16:08:19.441,1,,False,nan,False,False,2023-03-04 16:08:19.441,5121.599,0 days 01:25:21.599000,,,,,5121.599,0 days 01:25:21.599000,35.586,0 days 00:00:35.586000,55.846,0 days 00:00:55.846000,,,5034.038,0 days 01:23:54.038000,5089.912,0 days 01:24:49.912000,,,4998.444,0 days 01:23:18.444000,0 days 01:25:21.599000,,,Bahrain GP 2023
0 days 00:30:01.448000,OCO,31,nan,1.0,1.0,0 days 00:27:55.989000,nan,nan,0 days 00:01:00.129000,0 days 00:00:27.304000,nan,0 days 00:29:34.144000,0 days 00:30:01.471000,184.0,125.0,287.0,123.0,False,SOFT,1.0,True,Alpine,0 days 00:27:55.989000,2023-03-04 15:12:56.986,1,,False,nan,False,False,2023-03-04 15:12:56.986,1801.448,0 days 00:30:01.448000,,,1675.989,0 days 00:27:55.989000,,,,,60.129,0 days 00:01:00.129000,27.304,0 days 00:00:27.304000,,,1774.144,0 days 00:29:34.144000,1801.471,0 days 00:30:01.471000,1675.989,0 days 00:27:55.989000,,0 days 00:27:55.989000,,Bahrain GP 2023
0 days 00:31:33.136000,OCO,31,0 days 00:01:31.688000,2.0,1.0,nan,nan,0 days 00:00:29.321000,0 days 00:00:39.398000,0 days 00:00:22.969000,0 days 00:30:30.769000,0 days 00:31:10.167000,0 days 00:31:33.136000,241.0,270.0,285.0,321.0,True,SOFT,2.0,True,Alpine,0 days 00:30:01.448000,2023-03-04 15:15:02.445,1,,False,nan,False,True,2023-03-04 15:15:02.445,1893.136,0 days 00:31:33.136000,91.688,0 days 00:01:31.688000,,,,,29.321,0 days 00:00:29.321000,39.398,0 days 00:00:39.398000,22.969,0 days 00:00:22.969000,1830.769,0 days 00:30:30.769000,1870.167,0 days 00:31:10.167000,1893.136,0 days 00:31:33.136000,1801.448,0 days 00:30:01.448000,,,,Bahrain GP 2023
0 days 00:33:34.461000,OCO,31,0 days 00:02:01.325000,3.0,1.0,nan,0 days 00:33:32.671000,0 days 00:00:36.034000,0 days 00:00:51.900000,0 days 00:00:33.391000,0 days 00:32:09.170000,0 days 00:33:01.070000,0 days 00:33:34.461000,166.0,180.0,,284.0,False,SOFT,3.0,True,Alpine,0 days 00:31:33.136000,2023-03-04 15:16:34.133,1,,False,nan,False,False,2023-03-04 15:16:34.133,2014.461,0 days 00:33:34.461000,121.325,0 days 00:02:01.325000,,,2012.671,0 days 00:33:32.671000,36.034,0 days 00:00:36.034000,51.9,0 days 00:00:51.900000,33.391,0 days 00:00:33.391000,1929.17,0 days 00:32:09.170000,1981.07,0 days 00:33:01.070000,2014.461,0 days 00:33:34.461000,1893.136,0 days 00:31:33.136000,0 days 00:33:32.671000,,,Bahrain GP 2023
0 days 00:39:23.128000,OCO,31,nan,4.0,2.0,0 days 00:37:02.354000,nan,nan,0 days 00:00:56.882000,0 days 00:00:37.534000,nan,0 days 00:38:45.618000,0 days 00:39:23.320000,172.0,212.0,288.0,69.0,False,SOFT,1.0,True,Alpine,0 days 00:33:34.461000,2023-03-04 15:18:35.458,1,,False,nan,False,False,2023-03-04 15:18:35.458,2363.128,0 days 00:39:23.128000,,,2222.354,0 days 00:37:02.354000,,,,,56.882,0 days 00:00:56.882000,37.534,0 days 00:00:37.534000,,,2325.618,0 days 00:38:45.618000,2363.32,0 days 00:39:23.320000,2014.461,0 days 00:33:34.461000,,0 days 00:37:02.354000,,Bahrain GP 2023
0 days 00:40:54.636000,OCO,31,0 days 00:01:31.508000,5.0,2.0,nan,nan,0 days 00:00:29.221000,0 days 00:00:39.356000,0 days 00:00:22.931000,0 days 00:39:52.349000,0 days 00:40:31.705000,0 days 00:40:54.636000,240.0,268.0,286.0,321.0,True,SOFT,2.0,True,Alpine,0 days 00:39:23.128000,2023-03-04 15:24:24.125,1,,False,nan,False,True,2023-03-04 15:24:24.125,2454.636,0 days 00:40:54.636000,91.508,0 days 00:01:31.508000,,,,,29.221,0 days 00:00:29.221000,39.356,0 days 00:00:39.356000,22.931,0 days 00:00:22.931000,2392.349,0 days 00:39:52.349000,2431.705,0 days 00:40:31.705000,2454.636,0 days 00:40:54.636000,2363.128,0 days 00:39:23.128000,,,,Bahrain GP 2023
0 days 00:42:53.101000,OCO,31,0 days 00:01:58.465000,6.0,2.0,nan,0 days 00:42:51.317000,0 days 00:00:35.936000,0 days 00:00:49.839000,0 days 00:00:32.690000,0 days 00:41:30.572000,0 days 00:42:20.411000,0 days 00:42:53.101000,175.0,170.0,,293.0,False,SOFT,3.0,True,Alpine,0 days 00:40:54.636000,2023-03-04 15:25:55.633,1,,False,nan,False,False,2023-03-04 15:25:55.633,2573.101,0 days 00:42:53.101000,118.465,0 days 00:01:58.465000,,,2571.317,0 days 00:42:51.317000,35.936,0 days 00:00:35.936000,49.839,0 days 00:00:49.839000,32.69,0 days 00:00:32.690000,2490.572,0 days 00:41:30.572000,2540.411,0 days 00:42:20.411000,2573.101,0 days 00:42:53.101000,2454.636,0 days 00:40:54.636000,0 days 00:42:51.317000,,,Bahrain GP 2023
0 days 00:52:36.552000,OCO,31,nan,7.0,3.0,0 days 00:50:34.824000,nan,nan,0 days 00:00:50.713000,0 days 00:00:32.995000,nan,0 days 00:52:03.557000,0 days 00:52:36.556000,202.0,177.0,288.0,109.0,False,SOFT,4.0,False,Alpine,0 days 00:42:53.101000,2023-03-04 15:27:54.098,1,,False,nan,False,False,2023-03-04 15:27:54.098,3156.552,0 days 00:52:36.552000,,,3034.824,0 days 00:50:34.824000,,,,,50.713,0 days 00:00:50.713000,32.995,0 days 00:00:32.995000,,,3123.557,0 days 00:52:03.557000,3156.556,0 days 00:52:36.556000,2573.101,0 days 00:42:53.101000,,0 days 00:50:34.824000,,Bahrain GP 2023
0 days 00:54:08.919000,OCO,31,0 days 00:01:32.367000,8.0,3.0,nan,nan,0 days 00:00:29.418000,0 days 00:00:39.796000,0 days 00:00:23.153000,0 days 00:53:05.970000,0 days 00:53:45.766000,0 days 00:54:08.919000,240.0,269.0,287.0,320.0,True,SOFT,5.0,False,Alpine,0 days 00:52:36.552000,2023-03-04 15:37:37.549,1,,False,nan,False,True,2023-03-04 15:37:37.549,3248.919,0 days 00:54:08.919000,92.367,0 days 00:01:32.367000,,,,,29.418,0 days 00:00:29.418000,39.796,0 days 00:00:39.796000,23.153,0 days 00:00:23.153000,3185.97,0 days 00:53:05.970000,3225.766,0 days 00:53:45.766000,3248.919,0 days 00:54:08.919000,3156.552,0 days 00:52:36.552000,,,,Bahrain GP 2023
0 days 00:56:10.311000,OCO,31,0 days 00:02:01.392000,9.0,3.0,nan,0 days 00:56:08.521000,0 days 00:00:36.478000,0 days 00:00:52.398000,0 days 00:00:32.516000,0 days 00:54:45.397000,0 days 00:55:37.795000,0 days 00:56:10.311000,150.0,181.0,,293.0,False,SOFT,6.0,False,Alpine,0 days 00:54:08.919000,2023-03-04 15:39:09.916,1,,False,nan,False,False,2023-03-04 15:39:09.916,3370.311,0 days 00:56:10.311000,121.392,0 days 00:02:01.392000,,,3368.521,0 days 00:56:08.521000,36.478,0 days 00:00:36.478000,52.398,0 days 00:00:52.398000,32.516,0 days 00:00:32.516000,3285.397,0 days 00:54:45.397000,3337.795,0 days 00:55:37.795000,3370.311,0 days 00:56:10.311000,3248.919,0 days 00:54:08.919000,0 days 00:56:08.521000,,,Bahrain GP 2023
0 days 01:01:27.787000,OCO,31,nan,10.0,4.0,0 days 00:59:28.127000,nan,nan,0 days 00:00:55.005000,0 days 00:00:28.187000,nan,0 days 01:00:59.610000,0 days 01:01:27.984000,151.0,137.0,289.0,134.0,False,SOFT,1.0,True,Alpine,0 days 00:56:10.311000,2023-03-04 15:41:11.308,1,,False,nan,False,False,2023-03-04 15:41:11.308,3687.787,0 days 01:01:27.787000,,,3568.127,0 days 00:59:28.127000,,,,,55.005,0 days 00:00:55.005000,28.187,0 days 00:00:28.187000,,,3659.61,0 days 01:00:59.610000,3687.984,0 days 01:01:27.984000,3370.311,0 days 00:56:10.311000,,0 days 00:59:28.127000,,Bahrain GP 2023
